isbn,hall,bookcase,shelf,numbers
9780618611690,3,8,6,4
9780618619078,3,8,6,2
9780618619160,3,8,6,5
9780618640140,3,8,6,3
9780618685509,3,8,6,4
9780618709861,3,8,6,1
9780618710508,3,8,6,4
9780618710539,3,8,6,5
9780618711659,3,8,6,4
9780618711666,3,8,6,5
9780618773558,3,8,7,5
9780618894642,3,8,7,5
9780631163022,3,8,7,2
9780631169406,3,8,7,1
9780631186274,3,8,7,5
9780631198192,3,8,7,4
9780631231271,3,8,7,2
9780634041129,3,8,7,3
9780635034700,3,8,7,3
9780664226107,3,8,7,1
9780664228910,3,8,7,2
9780664241582,3,8,7,2
9780670036653,3,8,7,4
9780670037605,3,9,1,4
9780670037773,3,9,1,5
9780670037780,3,9,1,5
9780670037865,3,9,1,4
9780670261550,3,9,1,1
9780670820559,3,9,1,2
9780670876129,3,9,1,1
9780670886586,3,9,1,4
9780670910618,3,9,1,5
9780670913527,3,9,1,2
9780670915415,3,9,1,4
9780671003470,3,9,1,2
9780671004545,3,9,2,5
9780671007638,3,9,2,5
9780671015206,3,9,2,1
9780671019099,3,9,2,4
9780671020828,3,9,2,2
9780671021009,3,9,2,3
9780671024185,3,9,2,1
9780671024208,3,9,2,2
9780671024239,3,9,2,2
9780671024819,3,9,2,5
9780671025700,3,9,2,3
9780671026011,3,9,2,2
9780671026226,3,9,2,2
9780671027636,3,9,2,1
9780671035976,3,9,3,2
9780671036355,3,9,3,3
9780671039721,3,9,3,2
9780671039745,3,9,3,4
9780671039943,3,9,3,5
9780671040840,3,9,3,2
9780671041557,3,9,3,4
9780671211486,3,9,3,5
9780671417017,3,9,3,3
9780671447205,3,9,3,3
9780671447540,3,9,3,4
9780671519162,3,9,3,5
9780671519186,3,9,3,5
9780671519988,3,9,3,4
9780671524098,3,9,3,3
9780671553029,3,9,4,5
9780671553043,3,9,4,5
9780671559342,3,9,4,2
9780671569020,3,9,4,4
9780671578633,3,9,4,4
9780671631987,3,9,4,5
9780671639617,3,9,4,3
9780671662349,3,9,4,2
9780671685638,3,9,4,4
9780671695187,3,9,4,4
9780671704643,3,9,4,2
9780671708634,3,9,4,3
9780671722074,3,9,5,2
9780671722876,3,9,5,2
9780671727796,3,9,5,2
9780671728205,3,9,5,2
9780671731427,3,9,5,4
9780671732462,3,9,5,4
9780671732479,3,9,5,1
9780671732486,3,9,5,2
9780671732509,3,9,5,2
9780671732523,3,9,5,2
9780671737764,3,9,5,1
9780671741037,3,9,5,1
9780671742515,3,9,5,2
9780671763794,3,9,5,1
9780671769918,3,9,5,4
9780671792800,3,9,5,5
9780671793562,3,9,5,2
9780671795665,3,9,5,3
9780671797867,3,9,5,4
9780671823498,3,9,5,2
9780671867423,3,9,6,3
9780671876999,3,9,6,2
9780671877781,3,9,6,4
9780671882365,3,9,6,3
9780674002050,3,9,6,2
9780674006720,3,9,6,2
9780674008205,3,9,6,5
9780674018297,3,9,6,4
9780674022577,3,9,6,2
9780674022874,3,9,6,3
9780674035010,3,9,6,4
9780674268586,3,9,6,3
9780674268630,3,9,6,3
9780674618763,3,9,6,5
9780674637122,3,9,6,1
9780674644847,3,9,6,1
9780674705593,3,9,7,2
9780674777705,3,9,7,5
9780674802803,3,9,7,5
9780674891999,3,9,7,4
9780674954014,3,9,7,1
9780674961876,3,9,7,5
9780674990333,3,9,7,5
9780674990470,3,9,7,4
9780674991842,3,9,7,3
9780674991873,3,9,7,4
9780674992023,3,10,1,2
9780674992559,3,10,1,2
9780674994805,3,10,1,2
9780674995666,3,10,1,2
9780674995741,3,10,1,5
9780676977110,3,10,1,2
9780679409960,3,10,1,3
9780679411673,3,10,1,4
9780679413356,3,10,1,1
9780679420255,3,10,1,1
9780679420262,3,10,1,5
9780679420293,3,10,1,1
9780679424789,3,10,1,2
9780679428954,3,10,1,4
9780679431374,3,10,1,1
9780679434047,3,10,1,3
9780679444596,3,10,1,5
9780679600176,3,10,2,3
9780679601128,3,10,2,4
9780679601326,3,10,2,1
9780679641049,3,10,2,4
9780679642848,3,10,2,2
9780679643241,3,10,2,2
9780679643258,3,10,2,1
9780679643524,3,10,2,2
9780679720225,3,10,2,4
9780679721031,3,10,2,4
9780679721819,3,10,2,5
9780679722311,3,10,2,2
9780679722946,3,10,2,3
9780679722953,3,10,2,1
9780679723059,3,10,2,1
9780679723127,3,10,2,5
9780679723165,3,10,2,1
9780679723691,3,10,2,2
9780679724773,3,10,2,2
9780679725169,3,10,2,3
9780679725220,3,10,2,2
9780679725404,3,10,2,2
9780679726098,3,10,2,5
9780679726203,3,10,2,4
9780679726487,3,10,2,4
9780679727293,3,10,3,3
9780679729778,3,10,3,2
9780679729914,3,10,3,2
9780679731146,3,10,3,3
9780679731184,3,10,3,5
9780679731375,3,10,3,2
9780679732174,3,10,3,4
9780679732266,3,10,3,3
9780679732341,3,10,3,4
9780679732716,3,10,3,4
9780679733768,3,10,3,1
9780679733782,3,10,3,5
9780679733843,3,10,3,5
9780679734031,3,10,3,3
9780679734482,3,10,3,4
9780679734499,3,10,3,5
9780679734505,3,10,3,1
9780679734789,3,10,3,4
9780679734994,3,10,3,3
9780679735250,3,10,3,2
9780679735472,3,10,3,4
9780679735779,3,10,4,4
9780679735878,3,10,4,4
9780679736530,3,10,4,1
9780679737117,3,10,4,1
9780679737315,3,10,4,1
9780679742586,3,10,4,4
9780679744474,3,10,4,3
9780679745396,3,10,4,5
9780679745570,3,10,4,5
9780679745648,3,10,4,1
9780679748144,3,10,4,2
9780679749066,3,10,4,1
9780679749844,3,10,4,5
9780679753773,3,10,4,1
9780679755487,3,10,4,1
9780679755524,3,10,4,5
9780679756767,3,10,4,1
9780679760238,3,10,4,5
9780679761044,3,10,4,5
9780679761051,3,10,4,5
9780679762096,3,10,4,3
9780679762706,3,10,4,5
9780679763437,3,10,4,3
9780679764014,3,10,4,3
9780679764175,3,10,5,5
9780679767091,3,10,5,3
9780679767305,3,10,5,2
9780679767398,3,10,5,3
9780679767473,3,10,5,2
9780679772675,3,10,5,4
9780679776215,3,10,5,5
9780679776314,3,10,5,4
9780679776819,3,10,5,5
9780679781172,3,10,5,1
9780679781486,3,10,5,4
9780679781493,3,10,5,5
9780679783183,3,10,5,1
9780679783480,3,10,5,5
9780679783619,3,10,5,1
9780679785897,3,10,5,1
9780679801115,3,10,5,4
9780679838869,3,10,5,3
9780679847595,3,10,6,4
9780679853954,3,10,6,5
9780679854340,3,10,6,3
9780679882817,3,10,6,1
9780679887430,3,10,6,4
9780679889106,3,10,6,1
9780679890522,3,10,6,1
9780679890706,3,10,6,2
9780679891116,3,10,6,2
9780681403222,3,10,6,2
9780684800707,3,10,6,4
9780684801520,3,10,6,2
9780684801537,3,10,6,4
9780684804453,3,10,6,1
9780684804521,3,10,6,4
9780684806372,3,10,6,5
9780684809663,3,10,6,2
9780684813219,3,10,6,3
9780684813639,3,10,6,2
9780684813783,3,10,6,2
9780684823782,3,10,6,1
9780684825007,3,10,6,3
9780684825106,3,10,6,3
9780684826356,3,10,6,4
9780684826806,3,10,6,2
9780684830513,3,10,6,5
9780684831831,3,11,1,3
9780684832401,3,11,1,2
9780684839745,3,11,1,1
9780684839790,3,11,1,3
9780684841212,3,11,1,2
9780684841250,3,11,1,5
9780684842233,3,11,1,1
9780684843124,3,11,1,1
9780684843322,3,11,1,2
9780684844077,3,11,1,3
9780684844640,3,11,1,2
9780684845777,3,11,1,1
9780684846118,3,11,1,4
9780684846316,3,11,1,3
9780684848150,3,11,1,5
9780684848235,3,11,1,2
9780684849300,3,11,1,3
9780684849690,3,11,2,3
9780684850276,3,11,2,3
9780684850627,3,11,2,1
9780684852225,3,11,2,1
9780684852638,3,11,2,5
9780684852706,3,11,2,4
9780684853765,3,11,2,1
9780684854274,3,11,2,1
9780684854465,3,11,2,2
9780684854670,3,11,2,3
9780684856025,3,11,2,5
9780684856476,3,11,2,4
9780684857084,3,11,2,2
9780684865522,3,11,2,4
9780684867427,3,11,2,5
9780684867489,3,11,3,3
9780684867854,3,11,3,2
9780684873176,3,11,3,4
9780684873206,3,11,3,2
9780684873213,3,11,3,4
9780688003470,3,11,3,2
9780688052300,3,11,3,1
9780688085872,3,11,3,3
9780688090258,3,11,3,5
9780688093686,3,11,3,1
9780688095130,3,11,3,1
9780688140717,3,11,3,5
9780688143886,3,11,3,4
9780688143923,3,11,3,4
9780688149895,3,11,3,3
9780688151324,3,11,3,4
9780688153878,3,11,4,4
9780688154721,3,11,4,4
9780688166250,3,11,4,2
9780688171629,3,11,4,1
9780688172176,3,11,4,5
9780688172244,3,11,4,2
9780689707490,3,11,4,2
9780689716041,3,11,4,5
9780689718762,3,11,4,2
9780689802171,3,11,4,2
9780689823824,3,11,4,3
9780689833762,3,11,4,3
9780689834196,3,11,4,3
9780689837180,3,11,4,1
9780689840333,3,11,4,1
9780689845369,3,11,4,1
9780689846175,3,11,4,4
9780689848827,3,11,4,1
9780689849121,3,11,4,5
9780689851131,3,11,4,5
9780689851902,3,11,4,2
9780689852237,3,11,4,3
9780689860065,3,11,4,3
9780689860072,3,11,4,2
9780689861130,3,11,4,2
9780689862465,3,11,4,4
9780689863110,3,11,4,5
9780689868016,3,11,4,2
9780689868832,3,11,4,3
9780689869037,3,11,4,3
9780689869907,3,11,4,2
9780689870163,3,11,5,4
9780689870408,3,11,5,1
9780689873195,3,11,5,1
9780689874093,3,11,5,5
9780689878558,3,11,5,3
9780689878589,3,11,5,2
9780691008530,3,11,5,5
9780691013800,3,11,5,3
9780691015972,3,11,5,2
9780691017778,3,11,5,5
9780691019055,3,11,5,4
9780691019406,3,11,5,3
9780691019581,3,11,5,1
9780691019628,3,11,5,5
9780691020167,3,11,5,5
9780691020686,3,11,5,2
9780691027494,3,11,5,3
9780691037387,3,11,5,5
9780691050843,3,11,5,3
9780691102962,3,11,5,4
9780691119427,3,11,6,4
9780691120522,3,11,6,4
9780691122946,3,11,6,5
9780698112681,3,11,6,1
9780698116412,3,11,6,2
9780698118751,3,11,6,5
9780701179793,3,11,6,4
9780711983083,3,11,6,5
9780713998788,3,11,6,2
9780713998948,3,11,6,3
9780714530031,3,11,6,4
9780715629949,3,11,6,5
9780715633991,3,11,6,1
9780716799566,3,11,6,1
9780718132385,3,11,6,1
9780718144463,3,11,6,3
9780718149291,3,11,6,2
9780719045783,3,11,6,5
9780719071157,3,11,6,1
9780719566226,3,11,6,3
9780719566233,3,11,7,5
9780721601946,3,11,7,1
9780722533949,3,11,7,3
9780722540404,3,11,7,3
9780723247791,3,11,7,1
9780723257639,3,11,7,2
9780727853417,3,11,7,1
9780727861153,3,11,7,2
9780727862426,3,11,7,4
9780735611313,3,11,7,2
9780735617223,3,11,7,1
9780736805995,3,11,7,3
9780736903707,3,11,7,4
9780736908160,3,11,7,5
9780736909525,3,11,7,2
9780736910194,3,11,7,4
9780736910736,3,11,7,5
9780736911689,3,11,7,2
9780738206363,3,12,1,5
9780738519388,3,12,1,3
9780738528526,3,12,1,1
9780738543390,3,12,1,3
9780738544922,3,12,1,2
9780738546780,3,12,1,4
9780739403457,3,12,1,1
9780739410127,3,12,1,2
9780739412534,3,12,1,2
9780739414392,3,12,1,2
9780739422953,3,12,1,1
9780739423851,3,12,1,4
9780739432174,3,12,1,3
9780739439708,3,12,1,5
9780739447345,3,12,1,1
9780739469057,3,12,1,2
9780739844328,3,12,1,4
9780740721946,3,12,1,5
9780742529786,3,12,1,1
9780743202558,3,12,1,5
9780743203319,3,12,1,1
9780743203586,3,12,2,5
9780743203593,3,12,2,4
9780743203623,3,12,2,1
9780743203968,3,12,2,1
9780743210768,3,12,2,3
9780743211482,3,12,2,5
9780743211994,3,12,2,2
9780743219570,3,12,2,5
9780743222051,3,12,2,3
9780743223133,3,12,2,1
9780743223850,3,12,2,4
9780743225083,3,12,2,2
9780743226721,3,12,2,3
9780743227193,3,12,2,2
9780743227445,3,12,2,2
9780743231534,3,12,2,5
9780743233217,3,12,2,1
9780743235655,3,12,2,5
9780743236140,3,12,2,3
9780743243780,3,12,2,1
9780743243803,3,12,2,5
9780743244251,3,12,2,3
9780743244589,3,12,2,1
9780743245920,3,12,2,1
9780743249294,3,12,3,3
9780743249300,3,12,3,5
9780743250412,3,12,3,1
9780743250443,3,12,3,3
9780743250450,3,12,3,2
9780743250979,3,12,3,2
9780743252218,3,12,3,2
9780743253970,3,12,3,5
9780743255486,3,12,3,3
9780743255783,3,12,3,1
9780743255905,3,12,3,4
9780743258074,3,12,3,1
9780743260947,3,12,3,5
9780743261982,3,12,3,4
9780743262170,3,12,3,5
9780743264730,3,12,3,5
9780743264914,3,12,3,2
9780743267748,3,12,3,2
9780743269261,3,12,3,1
9780743269513,3,12,3,1
9780743270205,3,12,3,3
9780743270755,3,12,4,5
9780743270793,3,12,4,4
9780743271325,3,12,4,3
9780743272094,3,12,4,1
9780743272490,3,12,4,1
9780743272506,3,12,4,4
9780743272773,3,12,4,1
9780743275033,3,12,4,5
9780743284288,3,12,4,4
9780743284882,3,12,4,3
9780743286978,3,12,4,5
9780743289412,3,12,4,5
9780743292498,3,12,4,1
9780743292542,3,12,4,1
9780743296168,3,12,4,3
9780743297301,3,12,5,5
9780743297318,3,12,5,2
9780743406567,3,12,5,5
9780743409155,3,12,5,5
9780743410588,3,12,5,5
9780743412629,3,12,5,3
9780743417341,3,12,5,5
9780743417518,3,12,5,5
9780743418133,3,12,5,3
9780743418263,3,12,5,3
9780743418713,3,12,5,1
9780743418720,3,12,5,5
9780743422000,3,12,5,2
9780743422079,3,12,5,4
9780743426923,3,12,5,3
9780743428187,3,12,5,1
9780743428675,3,12,5,5
9780743431019,3,12,6,5
9780743435383,3,12,6,4
9780743437493,3,12,6,3
9780743437813,3,12,6,3
9780743440745,3,12,6,5
9780743444040,3,12,6,3
9780743449021,3,12,6,1
9780743449656,3,12,6,3
9780743454148,3,12,6,2
9780743454537,3,12,6,3
9780743454551,3,12,6,5
9780743455961,3,12,6,4
9780743456869,3,12,6,4
9780743457620,3,12,6,4
9780743457910,3,12,6,2
9780743458191,3,12,6,4
9780743463089,3,12,6,1
9780743464116,3,12,6,1
9780743464796,3,12,6,2
9780743466509,4,1,1,5
9780743466523,4,1,1,5
9780743467544,4,1,1,2
9780743468596,4,1,1,2
9780743470124,4,1,1,5
9780743470797,4,1,1,4
9780743471237,4,1,1,3
9780743471329,4,1,1,2
9780743474160,4,1,1,4
9780743474764,4,1,1,3
9780743477109,4,1,1,5
9780743477543,4,1,1,3
9780743477550,4,1,1,2
9780743477567,4,1,1,4
9780743477888,4,1,2,2
9780743480697,4,1,2,4
9780743480710,4,1,2,2
9780743480727,4,1,2,1
9780743482776,4,1,2,1
9780743482790,4,1,2,2
9780743482806,4,1,2,2
9780743484961,4,1,2,3
9780743487146,4,1,2,3
9780743487566,4,1,2,4
9780743487672,4,1,2,5
9780743487696,4,1,2,3
9780743491594,4,1,2,2
9780743491686,4,1,2,3
9780743491693,4,1,2,5
9780743491778,4,1,2,2
9780743495929,4,1,2,1
9780743496148,4,1,3,3
9780743496162,4,1,3,1
9780743499095,4,1,3,5
9780743499262,4,1,3,3
9780743499484,4,1,3,1
9780744001402,4,1,3,5
9780744002539,4,1,3,5
9780744004410,4,1,3,3
9780744004441,4,1,3,4
9780744005615,4,1,3,2
9780744005837,4,1,3,4
9780744006452,4,1,3,4
9780744520057,4,1,3,4
9780744578263,4,1,3,4
9780745317885,4,1,3,1
9780745622088,4,1,3,5
9780745628479,4,1,3,5
9780745633794,4,1,4,4
9780745635323,4,1,4,5
9780745950549,4,1,4,1
9780747252139,4,1,4,2
9780747264866,4,1,4,5
9780747266976,4,1,4,3
9780747267195,4,1,4,4
9780747267430,4,1,4,5
9780747267447,4,1,4,4
9780747267454,4,1,4,3
9780747267621,4,1,4,3
9780747268468,4,1,5,1
9780747268475,4,1,5,5
9780747541608,4,1,5,4
9780747544210,4,1,5,1
9780747546245,4,1,5,5
9780747553663,4,1,5,2
9780747553861,4,1,5,4
9780747556404,4,1,5,2
9780747563006,4,1,5,3
9780747563655,4,1,5,4
9780747564171,4,1,5,1
9780747566755,4,1,5,2
9780747566823,4,1,5,1
9780747569114,4,1,5,3
9780747569121,4,1,5,4
9780747569138,4,1,5,5
9780747571773,4,1,5,4
9780747572602,4,1,5,4
9780747572930,4,1,5,4
9780747573623,4,1,5,3
9780747575474,4,1,5,5
9780747576099,4,1,6,4
9780748702558,4,1,6,1
9780749305796,4,1,6,3
9780749307844,4,1,6,1
9780749858520,4,1,6,4
9780749858537,4,1,6,3
9780749919443,4,1,6,4
9780749934422,4,1,6,4
9780750666008,4,1,6,4
9780750937252,4,1,6,2
9780751333329,4,1,6,1
9780751503890,4,1,6,3
9780751504354,4,1,6,5
9780751504385,4,1,6,3
9780751504835,4,1,6,1
9780751505030,4,1,6,5
9780751506457,4,1,7,5
9780751506471,4,1,7,3
9780751527346,4,1,7,4
9780751531244,4,1,7,3
9780751533439,4,1,7,3
9780751535389,4,1,7,2
9780752224411,4,1,7,3
9780752834528,4,1,7,5
9780752842691,4,1,7,1
9780752848266,4,1,7,3
9780752851310,4,1,7,3
9780752851808,4,1,7,1
9780752852614,4,1,7,1
9780752853697,4,1,7,3
9780752856179,4,1,7,4
9780752857930,4,1,7,5
9780752858470,4,1,7,5
9780752858623,4,2,1,2
9780752858654,4,2,1,2
9780752858937,4,2,1,4
9780752861746,4,2,1,4
9780753453216,4,2,1,5
9780753459645,4,2,1,5
9780753806791,4,2,1,2
9780753809259,4,2,1,4
9780753810743,4,2,1,4
9780753811467,4,2,1,5
9780753813959,4,2,1,3
9780753814413,4,2,1,2
9780753819920,4,2,1,2
9780753821862,4,2,2,5
9780755301942,4,2,2,5
9780755301973,4,2,2,5
9780755304851,4,2,2,1
9780755305308,4,2,2,2
9780755311514,4,2,2,2
9780755321384,4,2,2,3
9780755323005,4,2,2,2
9780755323012,4,2,2,2
9780756400439,4,2,2,5
9780756401108,4,2,3,3
9780756401535,4,2,3,4
9780756401818,4,2,3,3
9780756402211,4,2,3,3
9780756402976,4,2,3,5
9780756403140,4,2,4,5
9780756403188,4,2,4,3
9780756403256,4,2,4,4
9780756403454,4,2,4,5
9780756403584,4,2,4,2
9780756403591,4,2,4,1
9780756605926,4,2,4,1
9780756615512,4,2,4,2
9780756616342,4,2,5,4
9780756622381,4,2,5,3
9780756623432,4,2,5,2
9780756623586,4,2,5,3
9780756626365,4,2,5,5
9780758206824,4,2,5,3
9780758208453,4,2,5,3
9780758210371,4,2,5,1
9780758214096,4,2,5,5
9780758215048,4,2,6,5
9780760320068,4,2,6,4
9780760328248,4,2,6,3
9780760329634,4,2,6,4
9780760728505,4,2,6,2
9780760768952,4,2,6,1
9780761104841,4,2,6,2
9780761316800,4,2,6,3
9780761417071,4,2,6,5
9780761417095,4,2,6,2
9780761417101,4,2,6,3
9780761417125,4,2,6,2
9780761417132,4,2,6,4
9780761501664,4,2,6,2
9780761512196,4,2,6,5
9780761542919,4,2,6,2
9780761545644,4,2,6,3
9780761554912,4,2,6,1
9780761555483,4,2,7,1
9780762100736,4,2,7,2
9780762413935,4,2,7,5
9780762419227,4,2,7,3
9780763616250,4,2,7,3
9780763619312,4,2,7,4
9780763620875,4,2,7,3
9780763621643,4,2,7,2
9780763626150,4,2,7,3
9780763628000,4,2,7,3
9780763628109,4,2,7,3
9780763628277,4,2,7,1
9780763628284,4,2,7,1
9780763628321,4,2,7,2
9780763630140,4,2,7,3
9780763631208,4,2,7,3
9780763632168,4,2,8,3
9780763632953,4,2,8,2
9780764119729,4,2,8,4
9780764122781,4,2,8,5
9780764134289,4,2,8,2
9780764136313,4,2,8,3
9780764222375,4,2,8,3
9780764225215,4,2,8,5
9780764226465,4,2,8,3
9780764525681,4,2,8,3
9780764538131,4,2,8,3
9780764544576,4,2,8,5
9780764553028,4,2,8,1
9780764553134,4,2,8,1
9780764555893,4,3,1,1
9780764584657,4,3,1,5
9780764585968,4,3,1,2
9780764585975,4,3,1,2
9780764586019,4,3,1,1
9780764586026,4,3,1,3
9780764586033,4,3,1,1
9780764586552,4,3,1,2
9780764586620,4,3,1,1
9780764586712,4,3,1,5
9780764587245,4,3,1,5
9780764596865,4,3,1,4
9780764937101,4,3,1,1
9780765300355,4,3,1,2
9780765304094,4,3,2,4
9780765304742,4,3,2,1
9780765305114,4,3,2,2
9780765308375,4,3,2,3
9780765308702,4,3,2,1
9780765309044,4,3,2,1
9780765309983,4,3,2,4
9780765311801,4,3,2,4
9780765311856,4,3,2,5
9780765311863,4,3,2,2
9780765312808,4,3,2,1
9780765312938,4,3,3,4
9780765313188,4,3,3,1
9780765313195,4,3,3,5
9780765316110,4,3,3,1
9780765316646,4,3,3,4
9780765316929,4,3,3,5
9780765340214,4,3,3,5
9780765340740,4,3,4,4
9780765341136,4,3,4,4
9780765341174,4,3,4,3
9780765341297,4,3,4,4
9780765341426,4,3,4,4
9780765342515,4,3,5,3
9780765342539,4,3,5,3
9780765343116,4,3,5,1
9780765344304,4,3,5,3
9780765344328,4,3,5,2
9780765344724,4,3,5,3
9780765344977,4,3,5,2
9780765345516,4,3,6,4
9780765345707,4,3,6,2
9780765345905,4,3,6,5
9780765346520,4,3,6,1
9780765347985,4,3,6,3
9780765348210,4,3,6,4
9780765348449,4,3,7,5
9780765350503,4,3,7,3
9780765350985,4,3,7,4
9780765352392,4,3,7,1
9780765354952,4,3,7,1
9780765356154,4,3,7,3
9780766144736,4,3,7,1
9780767900317,4,3,7,1
9780767901574,4,3,7,2
9780767903820,4,3,8,5
9780767903868,4,3,8,2
9780767905206,4,3,8,1
9780767906289,4,3,8,1
9780767906890,4,3,8,1
9780767907811,4,3,8,1
9780767908184,4,3,8,4
9780767908207,4,3,8,4
9780767909266,4,3,8,1
9780767910439,4,3,8,3
9780767912242,4,3,8,1
9780767912273,4,3,8,4
9780767914222,4,3,8,4
9780767915304,4,4,1,5
9780767916912,4,4,1,5
9780767920094,4,4,1,5
9780767920742,4,4,1,1
9780767921961,4,4,1,3
9780767922081,4,4,1,3
9780768423488,4,4,1,3
9780770517120,4,4,1,3
9780771008740,4,4,1,4
9780771014178,4,4,1,2
9780778321583,4,4,1,3
9780778321712,4,4,2,4
9780778322849,4,4,2,1
9780778322993,4,4,2,2
9780778323563,4,4,2,1
9780778324317,4,4,2,4
9780778324782,4,4,2,5
9780781731836,4,4,3,5
9780783502007,4,4,3,2
9780783502502,4,4,3,2
9780783548814,4,4,3,2
9780785113447,4,4,3,2
9780785113799,4,4,3,3
9780785114154,4,4,3,5
9780785114932,4,4,3,4
9780785123262,4,4,4,2
9780785124979,4,4,4,3
9780785260059,4,4,4,2
9780785263715,4,4,4,5
9780785263784,4,4,4,1
9780785282099,4,4,4,5
9780786011896,4,4,4,1
9780786014200,4,4,4,2
9780786016051,4,4,4,4
9780786016068,4,4,4,3
9780786016075,4,4,4,2
9780786249589,4,4,4,5
9780786282258,4,4,5,1
9780786647972,4,4,5,3
9780786702275,4,4,5,2
9780786707980,4,4,5,4
9780786711642,4,4,5,3
9780786714827,4,4,5,1
9780786715794,4,4,5,4
9780786716234,4,4,5,1
9780786717675,4,4,5,2
9780786719051,4,4,5,5
9780786808069,4,4,5,1
9780786808373,4,4,5,5
9780786808380,4,4,5,5
9780786808717,4,4,5,5
9780786809196,4,4,5,1
9780786809295,4,4,5,5
9780786809301,4,4,5,3
9780786809608,4,4,6,5
9780786809967,4,4,6,3
9780786811052,4,4,6,3
9780786812912,4,4,6,1
9780786813858,4,4,6,2
9780786815937,4,4,6,5
9780786816156,4,4,6,2
9780786818723,4,4,6,3
9780786849710,4,4,6,1
9780786851157,4,4,6,3
9780786851966,4,4,6,3
9780786852970,4,4,6,2
9780786855377,4,4,6,3
9780786855384,4,4,6,5
9780786855391,4,4,6,1
9780786856862,4,4,6,4
9780786863341,4,4,7,5
9780786868698,4,4,7,3
9780786881482,4,4,7,1
9780786884407,4,4,7,2
9780786885596,4,4,7,2
9780786886326,4,4,7,3
9780786890910,4,4,7,5
9780786891078,4,4,7,4
9780786913145,4,4,7,4
9780786927005,4,4,7,1
9780786928576,4,4,7,2
9780786929504,4,4,7,1
9780786931378,4,4,7,1
9780786931934,4,4,7,1
9780786937424,4,4,8,2
9780786937707,4,4,8,5
9780786937790,4,4,8,2
9780786939183,4,4,8,5
9780786943333,4,4,8,1
9780787960759,4,4,8,5
9780787967413,4,4,8,1
9780787968335,4,4,8,4
9780787976286,4,4,8,1
9780787976385,4,4,8,5
9780787982379,4,4,8,1
9780789313508,4,4,8,2
9780789410245,4,4,8,2
9780789420343,4,4,8,2
9780789422132,4,5,1,2
9780789458209,4,5,1,1
9780789460974,4,5,1,2
9780789493934,4,5,1,2
9780791042755,4,5,1,2
9780791056646,4,5,1,5
9780791070482,4,5,1,1
9780791081266,4,5,1,2
9780792241737,4,5,1,1
9780792253143,4,5,1,3
9780792269847,4,5,1,5
9780792273639,4,5,1,2
9780800614287,4,5,1,1
9780800638184,4,5,1,4
9780800730307,4,5,1,5
9780800871864,4,5,1,4
9780801868221,4,5,1,3
9780801870569,4,5,1,1
9780801882678,4,5,1,4
9780802130365,4,5,1,2
9780802130792,4,5,1,3
9780802131355,4,5,1,3
9780802131805,4,5,1,3
9780802133113,4,5,2,3
9780802133304,4,5,2,2
9780802134103,4,5,2,1
9780802134905,4,5,2,2
9780802135223,4,5,2,5
9780802136688,4,5,2,1
9780802136831,4,5,2,2
9780802137784,4,5,2,2
9780802138255,4,5,2,5
9780802138293,4,5,2,5
9780802138880,4,5,2,2
9780802139702,4,5,2,3
9780802141446,4,5,2,3
9780802141682,4,5,2,2
9780802141903,4,5,2,5
9780802142719,4,5,2,3
9780802142849,4,5,3,5
9780802150455,4,5,3,2
9780802151100,4,5,3,4
9780802151544,4,5,3,3
9780802151803,4,5,3,2
9780802151827,4,5,3,1
9780802449245,4,5,3,5
9780802713520,4,5,3,1
9780802714626,4,5,3,3
9780802715401,4,5,3,5
9780802715524,4,5,3,1
9780802775931,4,5,3,3
9780802789471,4,5,3,3
9780802806413,4,5,3,3
9780802831620,4,5,3,3
9780802839725,4,5,3,3
9780803261839,4,5,3,1
9780803266551,4,5,3,3
9780803273320,4,5,3,3
9780803283855,4,5,3,3
9780803292451,4,5,3,3
9780803723184,4,5,3,5
9780803729780,4,5,3,2
9780804001489,4,5,4,5
9780804006941,4,5,4,3
9780804104555,4,5,4,3
9780804111645,4,5,4,4
9780804114608,4,5,4,4
9780804118217,4,5,4,1
9780804119184,4,5,4,5
9780804721288,4,5,4,3
9780804741712,4,5,4,4
9780804833370,4,5,4,3
9780805016048,4,5,4,1
9780805031492,4,5,4,2
9780805059335,4,5,4,5
9780805060164,4,5,4,4
9780805063394,4,5,4,4
9780805063417,4,5,4,2
9780805063745,4,5,4,2
9780805063899,4,5,5,3
9780805065374,4,5,5,4
9780805069495,4,5,5,3
9780805069860,4,5,5,1
9780805071061,4,5,5,3
9780805072839,4,5,5,5
9780805073669,4,5,5,5
9780805073874,4,5,5,1
9780805076233,4,5,5,3
9780805077810,4,5,5,2
9780805078428,4,5,5,4
9780805078985,4,5,5,3
9780805079135,4,5,5,5
9780805080520,4,5,5,2
9780805080537,4,5,5,1
9780805081459,4,5,5,4
9780805210538,4,5,5,5
9780805210552,4,5,6,3
9780805210774,4,5,6,5
9780805212075,4,5,6,1
9780805242164,4,5,6,5
9780805242256,4,5,6,3
9780805350869,4,5,6,4
9780805359091,4,5,6,3
9780805390452,4,5,6,4
9780805390476,4,5,6,1
9780805390490,4,5,7,5
9780805427776,4,5,7,1
9780805431575,4,5,7,2
9780806114569,4,5,7,2
9780806115603,4,5,7,4
9780806128948,4,5,7,4
9780806132297,4,5,7,5
9780806132792,4,5,7,1
9780806133638,4,5,7,5
9780806519609,4,5,7,5
